,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Model,Submodel,Mileage_Value,Engine_CC,Power_bhp
210,Kolkata,2013,45000,Diesel,Manual,First,5.0,3.25,Honda,Amaze,S Diesel,27.4,1498.0,98.6
211,Jaipur,2012,117837,Diesel,Manual,Second,5.0,4.75,Hyundai,Verna,1.6 SX,22.32,1582.0,126.32
212,Mumbai,2014,30000,Diesel,Manual,First,5.0,5.95,Renault,Duster,85PS Diesel RxL Optional,20.46,1461.0,83.8
213,Delhi,2015,27057,Petrol,Manual,Second,5.0,8.15,Hyundai,Creta,1.6 VTVT S,15.29,1591.0,121.3
214,Mumbai,2016,8500,Petrol,Automatic,First,5.0,4.22,Maruti,Wagon,R AMT VXI,20.51,998.0,67.0
215,Kolkata,2010,30500,Petrol,Automatic,First,5.0,10.5,Mercedes-Benz,New,C-Class C250 Avantgarde,11.74,1796.0,186.0
216,Delhi,2012,56000,Diesel,Automatic,First,5.0,45.0,Audi,A8,L 3.0 TDI quattro,11.8,2967.0,246.7
217,Pune,2012,44000,Petrol,Manual,Second,5.0,2.9,Hyundai,i10,Magna 1.1,19.81,1086.0,68.05
218,Mumbai,2017,10500,Petrol,Automatic,First,5.0,8.9,Skoda,Rapid,1.6 MPI AT Style Black Package,14.3,1598.0,103.52
219,Hyderabad,2017,26000,Petrol,Automatic,First,5.0,26.0,Skoda,Superb,Style 1.8 TSI AT,14.67,1798.0,177.46
220,Coimbatore,2018,25166,Petrol,Manual,First,5.0,8.22,Hyundai,i20,Active 1.2 SX,17.19,1197.0,81.86
221,Kolkata,2014,64000,Diesel,Manual,Second,5.0,3.5,Honda,Amaze,VX i-DTEC,25.8,1498.0,98.6
222,Chennai,2004,61000,Petrol,Manual,Second,5.0,1.25,Maruti,Wagon,R LXI,18.9,998.0,67.1
223,Hyderabad,2013,107000,Diesel,Manual,First,5.0,3.7,Mahindra,Verito,1.5 D4 BSIV,21.03,1461.0,65.0
224,Coimbatore,2018,29161,Diesel,Automatic,First,5.0,39.41,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,19.27,2143.0,167.62
225,Kolkata,2013,32000,Petrol,Manual,First,5.0,2.65,Maruti,Wagon,R VXI,22.5,998.0,67.04
226,Coimbatore,2015,46173,Diesel,Manual,Second,5.0,8.92,Nissan,Terrano,XV Premium 110 PS Anniversary Edition,19.01,1461.0,108.5
227,Delhi,2013,47000,Diesel,Manual,First,5.0,4.1,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
228,Kochi,2017,26327,Petrol,Automatic,First,4.0,35.67,Mini,Cooper,Convertible S,16.82,1998.0,189.08
229,Bangalore,2015,70436,Diesel,Manual,First,-1.0,3.6,Ford,Figo,Diesel,0.0,1498.0,99.0
230,Jaipur,2007,200000,Diesel,Manual,Second,5.0,0.85,Tata,Indica,V2 DLS BSII,17.2,1396.0,53.5
231,Kochi,2016,60813,Petrol,Manual,Second,5.0,3.32,Chevrolet,Beat,LT,18.6,1199.0,76.8
232,Mumbai,2012,45000,Diesel,Manual,First,5.0,3.6,Volkswagen,Polo,Diesel Comfortline 1.2L,22.07,1199.0,73.9
233,Hyderabad,2016,64000,Diesel,Manual,First,5.0,6.8,Maruti,Swift,ZDi,22.9,1248.0,74.0
234,Kolkata,2012,41284,Diesel,Manual,First,5.0,2.5,Ford,Figo,Diesel EXI,20.0,1399.0,68.05
235,Kochi,2019,14165,Diesel,Automatic,First,7.0,19.64,Toyota,Innova,Crysta 2.8 GX AT,11.36,2755.0,171.5
236,Mumbai,2011,67000,Diesel,Automatic,Second,7.0,7.0,Hyundai,Santa,Fe 4x4 AT,11.72,2199.0,194.3
237,Kolkata,2011,32572,Petrol,Manual,First,5.0,3.87,Honda,City,i-VTEC V,17.4,1497.0,117.3
238,Kochi,2018,14960,Petrol,Manual,First,5.0,6.27,Hyundai,i20,1.2 Magna Executive,18.6,1197.0,81.83
239,Kochi,2015,55980,Diesel,Automatic,First,5.0,18.12,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,19.27,2143.0,167.62
240,Mumbai,2013,74000,Diesel,Manual,First,5.0,2.65,Chevrolet,Beat,Diesel LT,25.44,936.0,57.6
241,Kochi,2015,56847,Diesel,Manual,First,5.0,7.2,Hyundai,i20,Sportz 1.4 CRDi,22.54,1396.0,88.73
242,Coimbatore,2015,121374,Diesel,Manual,First,7.0,14.3,Toyota,Innova,2.5 Z Diesel 7 Seater,12.99,2494.0,100.6
243,Chennai,2013,52000,Diesel,Manual,First,7.0,6.9,Maruti,Ertiga,VDI,20.77,1248.0,88.76
244,Mumbai,2014,118000,Diesel,Manual,First,7.0,10.75,Toyota,Innova,2.5 V Diesel 7-seater,12.8,2494.0,102.0
245,Mumbai,2007,72000,Petrol,Manual,Third,5.0,0.95,Hyundai,Santro,Xing XO eRLX Euro II,17.0,1086.0,-1.0
246,Kochi,2016,33915,Petrol,Manual,First,5.0,8.09,Honda,City,i VTEC V,17.8,1497.0,117.3
247,Ahmedabad,2014,82002,Diesel,Automatic,First,5.0,18.5,BMW,X1,sDrive20d,17.05,1995.0,184.0
248,Mumbai,2017,33000,Diesel,Manual,First,5.0,4.75,Hyundai,Grand,i10 CRDi Era,24.0,1120.0,70.0
249,Chennai,2016,34000,Diesel,Manual,First,5.0,8.45,Maruti,Ciaz,1.3 Alpha,28.09,1248.0,88.5
250,Kolkata,2012,55000,Diesel,Manual,First,5.0,3.5,Skoda,Rapid,Leisure 1.6 TDI MT,20.5,1598.0,103.6
251,Kochi,2006,160538,Diesel,Manual,First,5.0,1.8,Hyundai,Accent,CRDi,13.1,1493.0,82.0
252,Jaipur,2014,60000,Diesel,Manual,Second,5.0,3.7,Volkswagen,Polo,GT 1.5 TDI,19.91,1498.0,103.6
253,Coimbatore,2017,49575,Petrol,Manual,First,5.0,7.17,Honda,Jazz,1.2 VX i VTEC,18.7,1199.0,88.7
254,Jaipur,2010,83000,Petrol,Manual,First,5.0,1.75,Hyundai,i10,Era,19.81,1086.0,68.05
255,Kochi,2018,51346,Diesel,Automatic,First,5.0,21.99,Hyundai,Tucson,2.0 e-VGT 2WD AT GLS,16.38,1995.0,183.0
256,Pune,2017,43000,Diesel,Manual,First,7.0,18.65,Toyota,Innova,Crysta 2.4 ZX MT,13.68,2393.0,147.8
257,Jaipur,2011,35000,Petrol,Manual,Third,5.0,1.85,Maruti,Omni,MPI CARGO BSIII W/ IMMOBILISER,19.7,796.0,35.0
258,Coimbatore,2017,27872,Petrol,Manual,Second,5.0,5.95,Maruti,Swift,VXI BSIV,20.4,1197.0,81.8
259,Mumbai,2014,16514,Petrol,Manual,First,5.0,3.75,Hyundai,Grand,i10 Magna,18.9,1197.0,82.0
260,Pune,2012,120000,Diesel,Manual,First,5.0,3.75,Maruti,Swift,VDI,22.9,1248.0,74.0
261,Hyderabad,2008,143275,Diesel,Manual,First,5.0,2.6,Hyundai,Verna,CRDi 1.6 SX,22.0,1582.0,126.2
262,Hyderabad,2006,99000,Petrol,Manual,First,5.0,1.75,Hyundai,Santro,Xing XL,0.0,1086.0,-1.0
263,Mumbai,2010,52000,Petrol,Manual,First,5.0,2.8,Hyundai,i20,1.2 Sportz,17.0,1197.0,80.0
264,Coimbatore,2017,29819,Diesel,Automatic,First,5.0,61.29,Mercedes-Benz,GLE,350d,11.57,2987.0,254.79
265,Bangalore,2014,57000,Diesel,Manual,Second,5.0,18.0,Mercedes-Benz,New,C-Class C 220 CDI CLASSIC,15.8,2148.0,170.0
266,Hyderabad,2014,88500,Diesel,Manual,First,5.0,4.35,Maruti,Ritz,ZDi,23.2,1248.0,73.94
267,Bangalore,2016,28000,Diesel,Manual,First,5.0,13.75,Hyundai,Creta,1.6 CRDi SX,19.67,1582.0,126.2
268,Pune,2010,67000,Petrol,Manual,First,5.0,2.0,Maruti,A-Star,Vxi,19.0,998.0,66.1
269,Delhi,2016,26000,Diesel,Manual,First,5.0,10.0,Renault,Duster,110PS Diesel RXZ Option,19.64,1461.0,108.45
270,Delhi,2010,120000,Diesel,Manual,First,5.0,1.65,Fiat,Grande,Punto 1.3 Emotion Pack (Diesel),17.8,1248.0,76.0
271,Coimbatore,2017,51982,Diesel,Automatic,First,5.0,45.77,BMW,X3,xDrive30d M Sport,16.55,2993.0,258.0
272,Bangalore,2010,36000,Petrol,Manual,Second,5.0,3.25,Hyundai,i10,Sportz,20.36,1197.0,78.9
273,Pune,2016,47000,Diesel,Manual,First,7.0,12.8,Toyota,Innova,2.5 G4 Diesel 7-seater,12.8,2494.0,102.0
274,Mumbai,2002,60000,Petrol,Manual,Third,5.0,0.55,Maruti,Zen,VXI BSII,17.3,993.0,60.0
275,Hyderabad,2018,31025,Diesel,Manual,First,5.0,7.15,Maruti,Swift,VDI,28.4,1248.0,74.0
276,Pune,2013,105000,Diesel,Manual,Second,8.0,7.0,Mahindra,Scorpio,VLX 2.2 mHawk Airbag BSIV,12.05,2179.0,120.0
277,Pune,2017,121900,Diesel,Manual,First,5.0,3.75,Tata,Zest,Quadrajet 1.3 75PS XE,22.95,1248.0,74.0
278,Mumbai,2017,22695,Petrol,Manual,First,5.0,8.5,Ford,EcoSport,1.0 Ecoboost Titanium Plus,18.88,999.0,123.24
279,Jaipur,2012,73000,Diesel,Manual,First,5.0,4.35,Maruti,Swift,Dzire ZDI,23.4,1248.0,74.0
280,Kochi,2016,32227,Petrol,Manual,First,5.0,3.26,Maruti,Alto,800 LXI,22.74,796.0,47.3
281,Jaipur,2011,55000,Petrol,Manual,First,5.0,4.21,Honda,City,1.5 S MT,17.0,1497.0,118.0
282,Kochi,2018,11287,Diesel,Automatic,First,7.0,70.36,Audi,Q7,3.0 TDI Quattro Technology,12.07,2967.0,241.4
283,Mumbai,2009,48000,Diesel,Automatic,Second,5.0,2.95,Skoda,Laura,1.9 TDI AT Ambiente,17.0,1896.0,105.0
284,Kochi,2012,54308,Petrol,Manual,First,5.0,4.28,Hyundai,Verna,1.6 SX VTVT (O),17.1,1591.0,121.3
285,Jaipur,2009,78442,Petrol,Automatic,First,5.0,3.57,Honda,City,1.5 V AT,16.8,1497.0,118.0
286,Kolkata,2013,46000,Diesel,Manual,First,5.0,3.11,Hyundai,i20,Magna Optional 1.4 CRDi,21.9,1396.0,88.8
287,Coimbatore,2014,45051,Petrol,Automatic,First,5.0,5.96,Hyundai,i20,Sportz AT 1.4,15.0,1396.0,98.6
288,Hyderabad,2011,69000,Diesel,Manual,First,5.0,4.7,Volkswagen,Vento,Diesel Highline,20.54,1598.0,103.6
289,Ahmedabad,2014,49000,Petrol,Manual,First,5.0,6.9,Honda,City,i VTEC VX,17.4,1497.0,117.3
290,Pune,2018,45000,Diesel,Manual,First,5.0,5.25,Tata,Zest,Quadrajet 1.3 75PS XE,22.95,1248.0,74.0
291,Pune,2015,64000,Diesel,Automatic,First,5.0,28.0,BMW,5,Series 2003-2012 520d,18.48,1995.0,177.0
292,Delhi,2009,60000,Petrol,Manual,First,5.0,1.35,Maruti,Wagon,R LXI Minor,18.9,1061.0,67.0
293,Delhi,2015,62178,Petrol,Manual,First,5.0,4.85,Honda,Jazz,VX,18.2,1199.0,88.7
294,Coimbatore,2012,58006,Diesel,Manual,First,5.0,6.7,Volkswagen,Jetta,2007-2011 2.0 TDI Comfortline,15.0,1896.0,105.0
295,Hyderabad,2010,74000,Petrol,Manual,First,5.0,3.1,Hyundai,i10,Magna 1.2,20.36,1197.0,78.9
296,Kochi,2015,77771,Diesel,Automatic,First,5.0,18.64,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,19.27,2143.0,170.0
297,Pune,2012,45275,Petrol,Manual,First,5.0,2.8,Hyundai,i10,Magna 1.2 iTech SE,20.36,1197.0,78.9
298,Chennai,2016,48000,Diesel,Manual,First,7.0,20.25,Toyota,Innova,Crysta 2.4 ZX MT,13.68,2393.0,147.8
299,Kochi,2015,31652,Diesel,Automatic,First,5.0,26.78,Audi,A6,2011-2015 2.0 TDI Technology,17.68,1968.0,174.33
300,Hyderabad,2010,109000,Diesel,Manual,Second,7.0,8.26,Toyota,Innova,2.5 VX (Diesel) 7 Seater,12.99,2494.0,100.6
301,Mumbai,2015,31978,Petrol,Manual,First,5.0,3.89,Volkswagen,Polo,Petrol Trendline 1.2L,16.47,1198.0,73.9
302,Hyderabad,2011,70000,Petrol,Manual,First,5.0,2.1,Maruti,Alto,K10 LXI,20.92,998.0,67.1
303,Mumbai,2017,15000,Petrol,Automatic,First,5.0,12.69,Honda,City,i-VTEC CVT ZX,18.0,1497.0,117.3
304,Coimbatore,2013,59138,Diesel,Manual,First,5.0,2.58,Tata,Indigo,LX,17.0,1405.0,70.0
305,Kochi,2014,61726,Diesel,Automatic,First,5.0,20.77,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,1968.0,174.33
306,Delhi,2015,48000,Diesel,Automatic,First,5.0,20.26,Mercedes-Benz,GLA,Class 200 CDI SPORT,17.9,2143.0,136.0
307,Chennai,2006,58000,Petrol,Manual,Second,5.0,1.5,Hyundai,Santro,Xing XL,0.0,1086.0,-1.0
308,Kolkata,2011,60020,Diesel,Manual,First,5.0,2.5,Maruti,Swift,VDI BSIV,17.8,1248.0,-1.0
309,Hyderabad,2014,77815,Petrol,Automatic,First,5.0,4.25,Maruti,Celerio,VXI AT,23.1,998.0,67.04
310,Hyderabad,2017,29000,Diesel,Automatic,First,5.0,57.0,Mercedes-Benz,GLE,250d,17.9,2143.0,201.15
311,Delhi,2017,44000,Diesel,Automatic,First,5.0,44.0,Land,Rover,Range Rover HSE Dynamic,12.7,2179.0,187.7
312,Hyderabad,2011,108626,Diesel,Manual,First,5.0,3.65,Volkswagen,Vento,Diesel Trendline,20.54,1598.0,103.6
313,Hyderabad,2012,71791,Petrol,Manual,First,5.0,2.05,Maruti,Omni,8 Seater BSIV,14.0,796.0,35.0
314,Kochi,2012,91931,Petrol,Manual,First,5.0,3.13,Honda,Brio,1.2 VX MT,18.5,1198.0,86.8
315,Hyderabad,2000,158000,Diesel,Manual,Second,7.0,1.5,Tata,Sumo,Delux,14.07,2956.0,83.1
316,Pune,2012,91183,Diesel,Manual,First,5.0,2.85,Tata,Indica,Vista Aura 1.3 Quadrajet,18.0,1248.0,75.0
317,Delhi,2012,65000,Petrol,Manual,First,5.0,2.65,Maruti,Wagon,R LXI BS IV,18.9,998.0,67.1
318,Hyderabad,2015,88428,Diesel,Manual,First,7.0,10.6,Mahindra,XUV500,W8 4WD,16.0,2179.0,140.0
319,Pune,2008,138000,Diesel,Manual,Second,5.0,1.25,Tata,Indigo,LS Dicor,17.1,1396.0,70.0
320,Mumbai,2018,18000,Petrol,Manual,First,7.0,8.25,Maruti,Ertiga,Paseo VXI,16.02,1373.0,93.7
321,Mumbai,2011,60000,Petrol,Automatic,First,5.0,4.45,Honda,Accord,2.4 A/T,11.7,2354.0,177.6
322,Kolkata,2012,48000,Diesel,Manual,First,5.0,3.7,Maruti,Swift,Dzire VDi,19.3,1248.0,73.9
323,Hyderabad,2009,160000,Diesel,Manual,First,5.0,2.8,Ford,Fiesta,EXi 1.4 TDCi Ltd,17.8,1399.0,68.0
324,Kolkata,2008,40000,Petrol,Manual,First,5.0,1.8,Honda,City,ZX GXi,17.7,1497.0,78.0
325,Kochi,2014,51495,Diesel,Automatic,First,5.0,21.95,Audi,A6,2011-2015 2.0 TDI Premium Plus,17.68,1968.0,174.33
326,Mumbai,2011,30000,Diesel,Automatic,First,4.0,49.0,BMW,6,Series 640d Gran Coupe,9.52,2993.0,313.0
327,Coimbatore,2017,97430,Diesel,Automatic,First,7.0,62.67,Audi,Q7,45 TDI Quattro Technology,14.75,2967.0,245.0
328,Pune,2008,42496,CNG,Manual,First,5.0,1.4,Maruti,Zen,Estilo LXI Green (CNG),26.3,998.0,67.1
329,Pune,2012,83000,Diesel,Manual,First,5.0,5.5,Hyundai,i20,1.4 CRDi Asta,23.0,1396.0,90.0
330,Bangalore,2009,37000,Petrol,Automatic,Third,5.0,2.95,Hyundai,i10,Sportz AT,16.95,1197.0,78.9
331,Kochi,2016,28503,Petrol,Automatic,First,5.0,6.86,Honda,Jazz,1.2 V CVT i VTEC,19.0,1199.0,88.7
332,Hyderabad,2015,76496,Diesel,Manual,First,5.0,6.15,Maruti,Swift,VDI BSIV,25.2,1248.0,74.0
333,Pune,2011,79152,Petrol,Manual,Second,5.0,3.3,Hyundai,i20,Asta 1.2,18.5,1197.0,82.85
334,Kolkata,2011,32000,Petrol,Manual,First,5.0,2.55,Volkswagen,Polo,Petrol Comfortline 1.2L,16.47,1198.0,73.9
335,Ahmedabad,2009,35000,Petrol,Manual,First,5.0,1.5,Maruti,Alto,LXi,19.7,796.0,46.3
336,Chennai,2004,105000,Petrol,Automatic,Second,5.0,2.5,Toyota,Corolla,H4,11.3,1794.0,125.0
337,Chennai,2006,56000,Petrol,Manual,Second,5.0,1.4,Maruti,Alto,LXi,19.7,796.0,46.3
338,Pune,2012,73000,Diesel,Manual,First,5.0,3.4,Tata,Manza,ELAN Quadrajet BS IV,21.12,1248.0,88.8
339,Pune,2012,38000,Petrol,Manual,First,5.0,2.25,Maruti,Alto,LXi,19.7,796.0,46.3
340,Kolkata,2013,775000,Diesel,Automatic,First,5.0,7.5,Skoda,Octavia,Ambition Plus 2.0 TDI AT,19.3,1968.0,141.0
341,Kolkata,2008,80000,Petrol,Automatic,First,5.0,2.8,Toyota,Corolla,H4,11.3,1794.0,125.0
342,Coimbatore,2016,24973,Petrol,Manual,First,5.0,7.66,Hyundai,i20,Asta Option 1.2,18.6,1197.0,81.83
343,Chennai,2016,45000,Diesel,Manual,First,5.0,7.15,Maruti,Vitara,Brezza LDi,24.3,1248.0,88.5
344,Delhi,2010,87430,Petrol,Manual,First,5.0,3.5,Honda,City,1.5 V MT,17.0,1497.0,118.0
345,Hyderabad,2014,133944,Diesel,Manual,Second,5.0,3.5,Tata,Indica,Vista Aqua 1.3 Quadrajet,18.0,1248.0,75.0
346,Kolkata,2013,57000,Diesel,Manual,First,5.0,3.45,Honda,Amaze,S i-Dtech,25.8,1498.0,98.6
347,Coimbatore,2016,27904,Petrol,Manual,First,5.0,3.55,Hyundai,EON,D Lite Plus,21.1,814.0,55.2
348,Kochi,2015,30717,Diesel,Automatic,Second,5.0,25.99,BMW,3,Series Luxury Line,21.76,1995.0,190.0
349,Bangalore,2012,80000,Diesel,Manual,First,5.0,5.25,Hyundai,Verna,1.6 SX,22.32,1582.0,126.32
350,Ahmedabad,2013,47304,Diesel,Manual,First,5.0,2.9,Tata,Manza,Club Class Quadrajet90 LS,21.02,1248.0,88.8
351,Jaipur,2005,100000,Petrol,Automatic,First,5.0,2.05,Skoda,Octavia,RS,14.45,1984.0,227.0
352,Pune,2017,30000,Petrol,Manual,First,5.0,3.75,Maruti,Alto,K10 VXI,24.07,998.0,67.1
353,Mumbai,2014,68000,Diesel,Manual,First,5.0,6.75,Ford,Ecosport,1.5 DV5 MT Titanium Optional,22.7,1498.0,89.84
354,Kolkata,2011,21000,Petrol,Manual,Second,5.0,0.95,Chevrolet,Spark,1.0 LS,18.0,995.0,62.0
355,Hyderabad,2017,21000,Diesel,Automatic,First,5.0,52.0,Jaguar,XF,2.0 Diesel Portfolio,19.33,1999.0,177.0
356,Jaipur,2007,119000,Petrol,Manual,Third,5.0,3.91,Honda,CR-V,RVi MT,13.1,1997.0,141.1
357,Kochi,2019,13747,Petrol,Automatic,First,5.0,27.3,Skoda,Superb,L&K 1.8 TSI AT,14.67,1798.0,177.46
358,Chennai,2009,620000,Petrol,Manual,First,5.0,2.7,Hyundai,i10,Magna 1.2,20.36,1197.0,78.9
359,Delhi,2013,70000,Diesel,Manual,First,5.0,3.5,Maruti,Swift,LDI,22.9,1248.0,74.0
360,Mumbai,2016,18000,Petrol,Automatic,First,5.0,6.2,Maruti,Swift,Dzire VXi AT,18.5,1197.0,83.14
361,Chennai,2011,83000,Diesel,Manual,First,5.0,2.75,Nissan,Micra,Diesel XV,23.08,1461.0,63.1
362,Mumbai,2015,130000,Diesel,Manual,First,5.0,3.25,Maruti,Swift,Dzire Tour LDI,23.4,1248.0,74.0
363,Pune,2012,63400,Diesel,Manual,First,5.0,3.25,Ford,Fiesta,Classic 1.4 Duratorq CLXI,17.8,1399.0,67.0
364,Kolkata,2003,65000,Petrol,Manual,First,5.0,0.65,Maruti,Zen,LX,17.3,993.0,60.0
365,Pune,2017,8350,Petrol,Manual,First,5.0,35.0,Mini,Clubman,Cooper S,13.8,1998.0,192.0
366,Kolkata,2014,45000,Diesel,Manual,First,5.0,3.25,Toyota,Etios,GD,23.59,1364.0,67.05
367,Kolkata,2018,26200,Petrol,Manual,First,5.0,2.9,Maruti,Alto,800 2016-2019 LXI,24.7,796.0,47.3
368,Bangalore,2011,11000,Petrol,Manual,Third,5.0,2.9,Maruti,Alto,VXi,18.9,796.0,47.0
369,Bangalore,2009,90000,Diesel,Automatic,Second,5.0,17.75,BMW,X5,3.0d,11.0,2993.0,235.0
370,Mumbai,2015,74000,Petrol,Automatic,Second,5.0,8.25,Nissan,Teana,XV,11.07,2496.0,179.5
371,Coimbatore,2015,37081,Petrol,Automatic,First,5.0,5.77,Hyundai,Grand,i10 AT Asta,18.9,1197.0,82.0
372,Hyderabad,2017,39000,Diesel,Manual,First,5.0,9.49,Maruti,Vitara,Brezza ZDi Plus,24.3,1248.0,88.5
373,Mumbai,2008,99000,Diesel,Automatic,Third,7.0,12.95,Audi,Q7,3.0 TDI Quattro Premium Plus,12.07,2967.0,241.4
374,Chennai,2015,38000,Diesel,Automatic,First,5.0,20.0,Mercedes-Benz,GLA,Class 200 CDI,17.9,2143.0,136.0
375,Chennai,2007,72000,Petrol,Manual,Third,4.0,1.0,Maruti,800,AC,16.1,796.0,37.0
376,Chennai,2015,93000,Diesel,Manual,Second,5.0,7.1,Renault,Duster,85PS Diesel RxL,20.45,1461.0,83.8
377,Mumbai,2017,5900,Diesel,Manual,First,5.0,16.5,Toyota,Corolla,Altis D-4D GL,21.43,1364.0,87.2
378,Chennai,2014,25000,Diesel,Manual,First,5.0,26.0,Mercedes-Benz,New,C-Class 220,15.8,2148.0,170.0
379,Hyderabad,2010,68000,Diesel,Manual,Second,5.0,3.2,Maruti,Ritz,VDi,21.1,1248.0,73.9
380,Kochi,2017,35676,Petrol,Automatic,First,7.0,9.48,Honda,BRV,i-VTEC V CVT,16.0,1497.0,117.3
381,Kochi,2015,74310,Diesel,Manual,First,5.0,4.0,Hyundai,Xcent,1.1 CRDi Base,24.4,1120.0,71.0
382,Jaipur,2014,59364,Diesel,Automatic,First,5.0,26.5,Mercedes-Benz,E-Class,2009-2013 E250 CDI Avantgarde,14.21,2143.0,203.0
383,Kochi,2014,41380,Petrol,Automatic,Second,5.0,11.77,Mercedes-Benz,B,Class B180,14.8,1595.0,120.7
384,Bangalore,2017,33900,Diesel,Automatic,First,5.0,37.0,Mercedes-Benz,E-Class,2015-2017 E250 Edition E,15.0,2143.0,204.0
385,Mumbai,2016,28000,Petrol,Manual,First,5.0,8.75,Honda,City,i VTEC VX Option,17.8,1497.0,117.3
386,Hyderabad,2007,50958,Petrol,Manual,First,5.0,1.95,Hyundai,Santro,Xing XL eRLX Euro III,17.0,1086.0,-1.0
387,Chennai,2011,93982,Petrol,Manual,First,5.0,3.75,Honda,City,1.5 S MT,17.0,1497.0,118.0
388,Pune,2010,95000,Petrol,Manual,First,5.0,2.5,Hyundai,Verna,Transform VTVT,16.2,1599.0,103.2
389,Mumbai,2017,9000,Petrol,Automatic,First,5.0,34.5,Jaguar,XE,Portfolio,13.5,1999.0,246.74
390,Delhi,2015,52516,Petrol,Manual,First,5.0,4.65,Honda,Amaze,S i-Vtech,18.0,1198.0,86.7
391,Bangalore,2015,20000,Petrol,Automatic,First,4.0,32.0,Mini,Cooper,Convertible 1.6,18.86,1598.0,122.0
392,Coimbatore,2017,56451,Diesel,Automatic,First,5.0,62.81,Mercedes-Benz,S,Class 2005 2013 S 350 CDI,13.5,2987.0,282.0
393,Chennai,2014,37000,Petrol,Manual,First,5.0,3.25,Hyundai,EON,Magna Plus,21.1,814.0,55.2
394,Kolkata,2014,17400,Petrol,Manual,First,5.0,3.1,Maruti,Wagon,R VXI BS IV,20.51,998.0,67.04
395,Coimbatore,2011,90207,Diesel,Manual,First,5.0,3.91,Maruti,Ritz,LDi,21.1,1248.0,73.9
396,Chennai,2011,89616,Diesel,Automatic,First,5.0,11.0,BMW,3,Series 320d Sedan,16.07,1995.0,181.0
397,Pune,2014,85000,Diesel,Manual,First,5.0,3.5,Tata,Xenon,XT EX 4X2,13.49,2179.0,138.03
398,Chennai,2014,79271,Diesel,Automatic,First,5.0,16.5,Audi,A3,35 TDI Attraction,20.38,1968.0,143.0
399,Hyderabad,2012,56000,Diesel,Automatic,First,5.0,30.0,Land,Rover,Range Rover 2.2L Dynamic,12.7,2179.0,187.7
400,Pune,2010,85001,Diesel,Automatic,Second,7.0,28.0,Mercedes-Benz,GL-Class,2007 2012 350 CDI Luxury,12.0,2987.0,224.0
401,Hyderabad,2018,12000,Diesel,Automatic,First,7.0,28.0,Mitsubishi,Pajero,Sport 4X2 AT DualTone BlackTop,13.5,2477.0,175.56
402,Jaipur,2010,125000,Petrol,Manual,First,5.0,0.92,Maruti,Alto,LX,19.7,796.0,46.3
403,Pune,2013,53000,Petrol,Manual,First,5.0,2.75,Maruti,Wagon,R LXI BSIII,14.0,1061.0,64.0
404,Coimbatore,2017,34990,Diesel,Automatic,First,5.0,53.83,Land,Rover,Range Rover 2.2L Prestige,12.7,2179.0,187.7
405,Pune,2011,49768,Petrol,Manual,Second,5.0,4.95,Hyundai,Verna,1.6 SX VTVT,17.01,1591.0,121.3
406,Hyderabad,2013,56000,Diesel,Automatic,First,5.0,33.5,BMW,5,Series 525d Sedan,16.73,2993.0,218.0
407,Bangalore,2013,75000,Diesel,Automatic,First,5.0,27.95,Jaguar,XF,Diesel,14.74,2993.0,270.9
408,Hyderabad,2010,57000,Petrol,Automatic,First,5.0,7.25,Skoda,Superb,Elegance 1.8 TSI AT,13.7,1798.0,157.75
409,Kochi,2017,37542,Diesel,Automatic,First,5.0,25.71,Audi,Q3,35 TDI Quattro Premium,15.73,1968.0,174.33
410,Coimbatore,2014,95649,Diesel,Automatic,First,5.0,29.67,Land,Rover,Range Rover 2.2L Pure,12.7,2179.0,187.7
411,Jaipur,2013,35299,Diesel,Automatic,First,5.0,19.0,Mercedes-Benz,New,C-Class 220 CDI AT,14.84,2143.0,170.0
412,Kochi,2017,28464,Diesel,Manual,First,7.0,13.05,Mahindra,Scorpio,S10 4WD,15.4,2179.0,120.0
413,Mumbai,2015,41000,Diesel,Automatic,First,5.0,25.5,BMW,3,Series Luxury Line,21.76,1995.0,190.0
414,Pune,2017,9000,Petrol,Manual,First,7.0,8.5,Honda,BR-V,i-VTEC S MT,15.4,1497.0,117.3
415,Chennai,2010,92098,Diesel,Automatic,Second,5.0,7.25,Volvo,S80,2006-2013 D5,16.0,2400.0,215.0
416,Pune,2005,5834,Petrol,Manual,First,5.0,0.8,Hyundai,Accent,GLE,13.2,1495.0,94.0
417,Jaipur,2017,40250,Petrol,Manual,First,5.0,6.9,Hyundai,i20,Active SX Petrol,17.19,1197.0,81.86
418,Coimbatore,2018,22397,Petrol,Automatic,First,5.0,70.99,Mercedes-Benz,GLC,43 AMG Coupe,11.5,2996.0,367.0
419,Kolkata,2015,20800,Petrol,Manual,Second,5.0,2.25,Hyundai,EON,Magna Plus,21.1,814.0,55.2
420,Kochi,2018,40322,Petrol,Manual,First,5.0,5.5,Hyundai,Grand,i10 SportZ Edition,18.9,1197.0,81.86
